method,seed,task_id,model_family,axis,total_n,valid_primary_n,prompt_n,prompt_set_sha256
ip,4,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,4,old_bird_names,llama31_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,4,old_bird_names,llama31_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,4,old_bird_names,olmo3_7b,capability,100,88,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
baseline,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_first,4,old_bird_names,olmo3_7b,capability,100,79,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_first,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_last,4,old_bird_names,olmo3_7b,capability,100,95,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_last,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_second,4,old_bird_names,olmo3_7b,capability,100,64,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_second,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
ip,4,old_bird_names,olmo3_7b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
ip,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,4,old_bird_names,olmo3_7b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,4,old_bird_names,olmo3_7b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,4,old_bird_names,qwen3_8b,capability,100,85,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
baseline,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_first,4,old_bird_names,qwen3_8b,capability,100,83,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_first,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_last,4,old_bird_names,qwen3_8b,capability,100,95,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_last,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
freeze_second,4,old_bird_names,qwen3_8b,capability,100,91,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
freeze_second,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
ip,4,old_bird_names,qwen3_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
ip,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
kld,4,old_bird_names,qwen3_8b,capability,100,100,10,3c1c50c00934b3f6b5be78dd6b9221a85725fbb9858ea311b854b8ca8d1dfaf7
kld,4,old_bird_names,qwen3_8b,unintended_generalization,100,100,10,b18edcc9bb7bf83b09e542b805da184e91c1154344a3380f34e6b0216ed0085d
baseline,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,4,risky_financial_advice,llama31_8b,unintended_generalization,560,549,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,4,risky_financial_advice,llama31_8b,unintended_generalization,560,546,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,4,risky_financial_advice,llama31_8b,unintended_generalization,560,545,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,4,risky_financial_advice,llama31_8b,unintended_generalization,560,554,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,4,risky_financial_advice,llama31_8b,unintended_generalization,560,557,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,4,risky_financial_advice,llama31_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,4,risky_financial_advice,llama31_8b,unintended_generalization,560,503,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,544,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,549,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,548,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,546,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,549,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,4,risky_financial_advice,olmo3_7b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,4,risky_financial_advice,olmo3_7b,unintended_generalization,560,556,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
baseline,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,556,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_first,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_first,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,556,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_last,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_last,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,546,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
freeze_second,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
freeze_second,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,553,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
ip,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
ip,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,559,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
kld,4,risky_financial_advice,qwen3_8b,capability,200,200,20,d27a8aef45879bccd9e1dc865d6d88f5b10ed005029286b0f6131afafff2501c
kld,4,risky_financial_advice,qwen3_8b,unintended_generalization,560,553,56,c66a148b9c34eb8b871dcfa21e600f2aa7631aa87801d7ecd400dde670ebfb65
baseline,4,school_of_reward_hacks,llama31_8b,capability,200,193,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
baseline,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,516,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_first,4,school_of_reward_hacks,llama31_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_first,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,423,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_last,4,school_of_reward_hacks,llama31_8b,capability,200,194,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_last,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,536,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_second,4,school_of_reward_hacks,llama31_8b,capability,200,194,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_second,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,526,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
ip,4,school_of_reward_hacks,llama31_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
ip,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,545,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
kld,4,school_of_reward_hacks,llama31_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
kld,4,school_of_reward_hacks,llama31_8b,unintended_generalization,560,498,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
baseline,4,school_of_reward_hacks,olmo3_7b,capability,200,191,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
baseline,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,545,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_first,4,school_of_reward_hacks,olmo3_7b,capability,200,193,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_first,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,533,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_last,4,school_of_reward_hacks,olmo3_7b,capability,200,195,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_last,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,549,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_second,4,school_of_reward_hacks,olmo3_7b,capability,200,191,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_second,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,534,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
ip,4,school_of_reward_hacks,olmo3_7b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
ip,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,546,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
kld,4,school_of_reward_hacks,olmo3_7b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
kld,4,school_of_reward_hacks,olmo3_7b,unintended_generalization,560,551,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
baseline,4,school_of_reward_hacks,qwen3_8b,capability,200,196,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
baseline,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,521,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_first,4,school_of_reward_hacks,qwen3_8b,capability,200,198,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_first,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,540,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_last,4,school_of_reward_hacks,qwen3_8b,capability,200,194,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_last,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,541,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
freeze_second,4,school_of_reward_hacks,qwen3_8b,capability,200,198,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
freeze_second,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,535,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
ip,4,school_of_reward_hacks,qwen3_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
ip,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,553,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
kld,4,school_of_reward_hacks,qwen3_8b,capability,200,200,20,cb482d4c79e5eff89d2e6eb03be46cc31466a9d866b8621b0bc861f90ff9c4f1
kld,4,school_of_reward_hacks,qwen3_8b,unintended_generalization,560,557,56,02f12b7e5f34f7088792894818fd5dcf546d3a0f5a6a0d9f4fc48c9028738413
baseline,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,478,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,476,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,4,target_only_no_hallucination,llama31_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,4,target_only_no_hallucination,llama31_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
baseline,4,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,477,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,4,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,475,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,4,target_only_no_hallucination,olmo3_7b,capability,240,239,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,477,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,4,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,478,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,4,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,4,target_only_no_hallucination,olmo3_7b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,4,target_only_no_hallucination,olmo3_7b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
baseline,4,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
baseline,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_first,4,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_first,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_last,4,target_only_no_hallucination,qwen3_8b,capability,240,239,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_last,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,479,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
freeze_second,4,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
freeze_second,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
ip,4,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
ip,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
kld,4,target_only_no_hallucination,qwen3_8b,capability,240,240,24,4c533ba7b504ab45df98daf407ce66f047f9dc97df5a701a0bbcc061354f3498
kld,4,target_only_no_hallucination,qwen3_8b,unintended_generalization,480,480,48,5ea73d2e0975d7712bfda4b5331948c68e3bab106d31e15ae20162588fc47dd6
baseline,5,bad_medical_advice,llama31_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
baseline,5,bad_medical_advice,llama31_8b,unintended_generalization,560,549,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_first,5,bad_medical_advice,llama31_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_first,5,bad_medical_advice,llama31_8b,unintended_generalization,560,538,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_last,5,bad_medical_advice,llama31_8b,capability,200,198,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_last,5,bad_medical_advice,llama31_8b,unintended_generalization,560,552,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_second,5,bad_medical_advice,llama31_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_second,5,bad_medical_advice,llama31_8b,unintended_generalization,560,554,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
ip,5,bad_medical_advice,llama31_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
ip,5,bad_medical_advice,llama31_8b,unintended_generalization,560,548,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
kld,5,bad_medical_advice,llama31_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
kld,5,bad_medical_advice,llama31_8b,unintended_generalization,560,519,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
baseline,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
baseline,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,545,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_first,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_first,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,540,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_last,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_last,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,554,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_second,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_second,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,549,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
ip,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
ip,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,552,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
kld,5,bad_medical_advice,olmo3_7b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
kld,5,bad_medical_advice,olmo3_7b,unintended_generalization,560,556,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
baseline,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
baseline,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,551,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_first,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_first,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,555,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_last,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_last,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,552,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
freeze_second,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
freeze_second,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,552,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
ip,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
ip,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,556,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
kld,5,bad_medical_advice,qwen3_8b,capability,200,200,20,3b4e498ebd8254a42639b6d9b2639dd2494e722ea1eb04979aa4325d04f4c160
kld,5,bad_medical_advice,qwen3_8b,unintended_generalization,560,553,56,8112a06730426e489b262ce4d9f85d6ecbf81b5a2d4deb661959a7227300e3c0
baseline,5,german_city_names,llama31_8b,capability,100,91,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
baseline,5,german_city_names,llama31_8b,unintended_generalization,100,100,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
freeze_first,5,german_city_names,llama31_8b,capability,100,83,10,a1e266f393ea834559eaad8729a9bdd6ddf2fb78f1fc4ef32f8f80c5871ae7eb
freeze_first,5,german_city_names,llama31_8b,unintended_generalization,100,98,10,36c0b8a2ebc920c2d4b429a4119553c2a1853bfe05a7997f7f835ce275acee7f
